Date,Day of the Week,Day of the Week ,Hour,Temperature(�C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(�C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Rented Bike Count
04/12/2017,Monday,1,4,2.8,89,1.5,130,1.1,0,0,0,1,0,1,41
04/12/2017,Monday,1,5,2,83,2.7,253,-0.5,0,0,0,1,0,1,82
04/12/2017,Monday,1,6,1.2,76,3.7,371,-2.5,0,0.1,0,1,0,1,200
04/12/2017,Monday,1,7,0.2,68,3.4,702,-5,0,0,0,1,0,1,498
04/12/2017,Monday,1,8,-0.8,69,3.5,954,-5.7,0.01,0,0,1,0,1,937
04/12/2017,Monday,1,9,-1.5,47,4.2,1888,-11.3,0.22,0,0,1,0,1,509
04/12/2017,Monday,1,10,-1.1,40,4.5,2000,-13,0.64,0,0,1,0,1,311
04/12/2017,Monday,1,11,-0.5,41,4.1,1799,-12.1,0.94,0,0,1,0,1,379
04/12/2017,Monday,1,12,-0.3,38,4.8,1823,-12.9,1.11,0,0,1,0,1,393
04/12/2017,Monday,1,13,0,30,5.4,1938,-15.5,1.17,0,0,1,0,1,391
04/12/2017,Monday,1,14,0.1,27,4.5,2000,-16.7,1.09,0,0,1,0,1,338
04/12/2017,Monday,1,15,-0.1,25,5.8,2000,-17.8,0.88,0,0,1,0,1,341
04/12/2017,Monday,1,16,-0.2,23,4.7,2000,-18.8,0.55,0,0,1,0,1,375
04/12/2017,Monday,1,17,-1.3,26,5.3,2000,-18.3,0.18,0,0,1,0,1,515
04/12/2017,Monday,1,18,-2.1,29,3.9,2000,-17.7,0,0,0,1,0,1,807
04/12/2017,Monday,1,19,-2.9,32,3.2,2000,-17.3,0,0,0,1,0,1,568
04/12/2017,Monday,1,20,-3.6,38,3,2000,-15.8,0,0,0,1,0,1,398
04/12/2017,Monday,1,21,-4.6,43,4.5,2000,-15.3,0,0,0,1,0,1,397
04/12/2017,Monday,1,22,-5.3,45,2.5,2000,-15.3,0,0,0,1,0,1,353
04/12/2017,Monday,1,23,-5.8,44,2.4,2000,-16.1,0,0,0,1,0,1,248
05/12/2017,Tuesday,2,0,-6.1,42,2.6,2000,-16.9,0,0,0,1,0,1,216
05/12/2017,Tuesday,2,1,-6.5,41,2.8,2000,-17.6,0,0,0,1,0,1,198
05/12/2017,Tuesday,2,2,-6.8,41,2.5,2000,-17.8,0,0,0,1,0,1,124
05/12/2017,Tuesday,2,3,-6.9,39,2,2000,-18.5,0,0,0,1,0,1,62
05/12/2017,Tuesday,2,4,-7.2,34,3,2000,-20.4,0,0,0,1,0,1,42
05/12/2017,Tuesday,2,5,-7.4,33,2.6,2000,-20.9,0,0,0,1,0,1,82
05/12/2017,Tuesday,2,6,-7.4,34,3.2,2000,-20.6,0,0,0,1,0,1,172
05/12/2017,Tuesday,2,7,-7.5,33,2.2,2000,-21,0,0,0,1,0,1,381
05/12/2017,Tuesday,2,8,-8.1,36,1.6,2000,-20.5,0.01,0,0,1,0,1,812
05/12/2017,Tuesday,2,9,-7.6,31,1.3,1974,-21.8,0.21,0,0,1,0,1,462
05/12/2017,Tuesday,2,10,-5.5,26,2.8,1967,-22,0.64,0,0,1,0,1,269
05/12/2017,Tuesday,2,11,-3.9,25,0,1959,-21,0,0,0,1,0,1,334
05/12/2017,Tuesday,2,12,-2.3,25,0,1962,-19.7,0,0,0,1,0,1,321
05/12/2017,Tuesday,2,13,-1.6,27,0,1955,-18.2,0,0,0,1,0,1,325
05/12/2017,Tuesday,2,14,-1.1,28,0,2000,-17.3,0,0,0,1,0,1,334
05/12/2017,Tuesday,2,15,-0.7,28,0,2000,-16.9,0,0,0,1,0,1,353
05/12/2017,Tuesday,2,16,-0.5,30,0,2000,-16,0,0,0,1,0,1,435
05/12/2017,Tuesday,2,17,-1.6,35,0,2000,-15.1,0,0,0,1,0,1,529
05/12/2017,Tuesday,2,18,-2.6,40,0,2000,-14.4,0,0,0,1,0,1,789
05/12/2017,Tuesday,2,19,-3.2,45,0,2000,-13.5,0,0,0,1,0,1,597
05/12/2017,Tuesday,2,20,-3.5,46,0,2000,-13.4,0,0,0,1,0,1,418
05/12/2017,Tuesday,2,21,-3.7,47,0,2000,-13.3,0,0,0,1,0,1,415
05/12/2017,Tuesday,2,22,-2.8,49,0,2000,-12,0,0,0,1,0,1,393
05/12/2017,Tuesday,2,23,-2.5,59,0,1210,-9.4,0,0,0,1,0,1,244
06/12/2017,Wednesday,3,0,-2.8,77,0,331,-6.2,0,0.1,0.1,1,0,1,145
06/12/2017,Wednesday,3,1,-3,79,0,293,-6.1,0,0,0.3,1,0,1,144
06/12/2017,Wednesday,3,2,-3,79,0,1862,-6.1,0,0,0.4,1,0,1,117
06/12/2017,Wednesday,3,3,-3.2,78,0,1808,-6.4,0,0.2,0.4,1,0,1,78
06/12/2017,Wednesday,3,4,-3.4,75,0,1982,-7.2,0,0,0.4,1,0,1,58
06/12/2017,Wednesday,3,5,-3.6,76,0,1934,-7.2,0,0,0.4,1,0,1,87
06/12/2017,Wednesday,3,6,-3.7,76,0,1864,-7.3,0,0,0.4,1,0,1,142
06/12/2017,Wednesday,3,7,-4.2,77,0,1741,-7.6,0,0,0.3,1,0,1,379
06/12/2017,Wednesday,3,8,-4.2,78,0,1518,-7.4,0.01,0,0.2,1,0,1,802
06/12/2017,Wednesday,3,9,-3.3,70,0,1324,-7.9,0.25,0,0.2,1,0,1,440
06/12/2017,Wednesday,3,10,-0.9,64,0,1224,-6.8,0.63,0,0.2,1,0,1,307
06/12/2017,Wednesday,3,11,1.6,57,1.2,1261,-6,0.93,0,0,1,0,1,381
06/12/2017,Wednesday,3,12,2.4,52,0.9,1224,-6.4,1.08,0,0,1,0,1,405
06/12/2017,Wednesday,3,13,4.2,47,1.1,1469,-6.1,1.1,0,0,1,0,1,442
06/12/2017,Wednesday,3,14,5.5,34,1,1966,-9.1,0.96,0,0,1,0,1,416
06/12/2017,Wednesday,3,15,5.5,31,3.1,1968,-10.3,0.72,0,0,1,0,1,412
06/12/2017,Wednesday,3,16,5.3,37,2.9,2000,-8.2,0.36,0,0,1,0,1,496
06/12/2017,Wednesday,3,17,4.1,60,2.5,1565,-2.9,0.1,0,0,1,0,1,239
06/12/2017,Wednesday,3,18,1.7,90,1,66,0.2,0,0.3,0.3,1,0,1,204
06/12/2017,Wednesday,3,19,1.2,92,0.7,180,0,0,0,1,1,0,1,205
06/12/2017,Wednesday,3,20,1.2,94,0.6,228,0.3,0,0,1,1,0,1,190
06/12/2017,Wednesday,3,21,1.1,92,0.5,235,0,0,0.7,1,1,0,1,165
06/12/2017,Wednesday,3,22,1.3,92,0.6,233,0.1,0,0,1,1,0,1,222
06/12/2017,Wednesday,3,23,1.3,92,0.6,209,0.1,0,0,1,1,0,1,193
07/12/2017,Thursday,4,0,1.4,92,0.5,240,0.2,0,0,0.9,1,0,1,198
07/12/2017,Thursday,4,1,1.5,92,0.4,227,0.3,0,0,0.9,1,0,1,218
07/12/2017,Thursday,4,2,1.4,92,0.7,168,0.2,0,0,0.9,1,0,1,149
07/12/2017,Thursday,4,3,1.9,91,1.4,218,0.5,0,0,0.9,1,0,1,102
07/12/2017,Thursday,4,4,1.6,92,0.7,119,0.4,0,0,0.9,1,0,1,62
07/12/2017,Thursday,4,5,1.5,92,1.1,175,0.3,0,0,0.9,1,0,1,83
07/12/2017,Thursday,4,6,1,93,0.5,148,0,0,0,0.9,1,0,1,137
07/12/2017,Thursday,4,7,0.3,93,0.5,173,-0.7,0,0,0.9,1,0,1,367
07/12/2017,Thursday,4,8,-0.2,96,0.8,173,-0.7,0.01,0,0.8,1,0,1,754
07/12/2017,Thursday,4,9,0.1,91,0.8,265,-1.1,0.14,0,0.8,1,0,1,415
07/12/2017,Thursday,4,10,1.1,83,0.7,311,-1.4,0.41,0,0.7,1,0,1,321
07/12/2017,Thursday,4,11,2.3,69,1.7,628,-2.8,0.63,0,0.6,1,0,1,333
07/12/2017,Thursday,4,12,3.7,65,2.4,833,-2.2,0.98,0,0.3,1,0,1,431
07/12/2017,Thursday,4,13,4.1,37,3.1,1767,-9.3,1.14,0,0,1,0,1,394
07/12/2017,Thursday,4,14,4.4,36,2.7,1975,-9.4,1.04,0,0,1,0,1,390
07/12/2017,Thursday,4,15,4,35,3.1,1962,-10.1,0.84,0,0,1,0,1,430
07/12/2017,Thursday,4,16,3.2,38,2.9,1817,-9.7,0.51,0,0,1,0,1,471
07/12/2017,Thursday,4,17,2.1,50,2,1434,-7.2,0.15,0,0,1,0,1,552
07/12/2017,Thursday,4,18,0.7,46,2.7,1558,-9.6,0,0,0,1,0,1,795
07/12/2017,Thursday,4,19,-0.4,47,2.5,1269,-10.3,0,0,0,1,0,1,507
07/12/2017,Thursday,4,20,-1.4,47,2.5,1620,-11.2,0,0,0,1,0,1,390
07/12/2017,Thursday,4,21,-2.2,46,2.2,1975,-12.2,0,0,0,1,0,1,402
07/12/2017,Thursday,4,22,-2.7,48,2.6,1844,-12.2,0,0,0,1,0,1,389
07/12/2017,Thursday,4,23,-3.2,50,2.1,1887,-12.1,0,0,0,1,0,1,259
08/12/2017,Friday,5,0,-3.5,49,2.6,1893,-12.6,0,0,0,1,0,1,233
08/12/2017,Friday,5,1,-3.7,50,2.5,1902,-12.6,0,0,0,1,0,1,230
08/12/2017,Friday,5,2,-4.3,53,1,1918,-12.4,0,0,0,1,0,1,131
08/12/2017,Friday,5,3,-4.8,52,1.6,1978,-13.1,0,0,0,1,0,1,99
08/12/2017,Friday,5,4,-5.3,53,2.4,1936,-13.4,0,0,0,1,0,1,71
08/12/2017,Friday,5,5,-5.8,56,2,1941,-13.1,0,0,0,1,0,1,84
08/12/2017,Friday,5,6,-6,56,3.5,1853,-13.3,0,0,0,1,0,1,158
08/12/2017,Friday,5,7,-6.5,57,0.8,1776,-13.6,0,0,0,1,0,1,387
08/12/2017,Friday,5,8,-7,59,0.8,1559,-13.6,0.01,0,0,1,0,1,780
08/12/2017,Friday,5,9,-6.7,50,0.9,1492,-15.4,0.23,0,0,1,0,1,395
08/12/2017,Friday,5,10,-5.3,44,2.8,1516,-15.6,0.63,0,0,1,0,1,261
08/12/2017,Friday,5,11,-3.7,39,1.4,1595,-15.6,0.93,0,0,1,0,1,310
08/12/2017,Friday,5,12,-2,30,1.4,1728,-17.3,1.14,0,0,1,0,1,355
08/12/2017,Friday,5,13,-1.7,28,1.8,1963,-17.8,1.22,0,0,1,0,1,354
08/12/2017,Friday,5,14,-1.3,27,3.1,1906,-17.9,1.12,0,0,1,0,1,350
08/12/2017,Friday,5,15,-0.8,26,3.3,1977,-17.9,0.87,0,0,1,0,1,362
08/12/2017,Friday,5,16,-1.1,24,3.4,2000,-19.1,0.56,0,0,1,0,1,401
08/12/2017,Friday,5,17,-2.4,30,2.7,2000,-17.6,0.18,0,0,1,0,1,500
08/12/2017,Friday,5,18,-3.1,33,1.2,2000,-17.1,0,0,0,1,0,1,752
08/12/2017,Friday,5,19,-3.3,35,1.1,2000,-16.6,0,0,0,1,0,1,477
08/12/2017,Friday,5,20,-3.3,34,1.5,2000,-16.9,0,0,0,1,0,1,384
08/12/2017,Friday,5,21,-3.3,35,0.5,2000,-16.6,0,0,0,1,0,1,336
08/12/2017,Friday,5,22,-3.4,39,1.2,2000,-15.4,0,0,0,1,0,1,347
08/12/2017,Friday,5,23,-3.5,43,0.9,2000,-14.3,0,0,0,1,0,1,275
09/12/2017,Saturday,6,0,-3.5,48,0.9,1967,-12.9,0,0,0,1,0,1,267
09/12/2017,Saturday,6,1,-4.1,49,0.6,2000,-13.2,0,0,0,1,0,1,296
09/12/2017,Saturday,6,2,-4.7,50,0.7,1983,-13.5,0,0,0,1,0,1,237
09/12/2017,Saturday,6,3,-4.3,47,0.6,1992,-13.9,0,0,0,1,0,1,169
09/12/2017,Saturday,6,4,-4.3,49,0.7,2000,-13.4,0,0,0,1,0,1,96
09/12/2017,Saturday,6,5,-4.7,49,0.8,1999,-13.8,0,0,0,1,0,1,56
09/12/2017,Saturday,6,6,-5.1,53,0.9,1975,-13.2,0,0,0,1,0,1,76
09/12/2017,Saturday,6,7,-5.5,56,0.8,1950,-12.9,0,0,0,1,0,1,127
09/12/2017,Saturday,6,8,-5.4,56,0.7,1940,-12.8,0.01,0,0,1,0,1,222
09/12/2017,Saturday,6,9,-4.7,48,1,1784,-14,0.23,0,0,1,0,1,291
09/12/2017,Saturday,6,10,-2.2,42,1.3,1646,-13.4,0.61,0,0,1,0,1,273
09/12/2017,Saturday,6,11,0,45,1.1,1500,-10.5,0.89,0,0,1,0,1,351
09/12/2017,Saturday,6,12,2.4,40,0.8,1809,-9.8,1.05,0,0,1,0,1,427
09/12/2017,Saturday,6,13,3.9,36,2,1702,-9.8,1.13,0,0,1,0,1,431
09/12/2017,Saturday,6,14,4.7,32,2.2,1948,-10.6,1.06,0,0,1,0,1,486
09/12/2017,Saturday,6,15,5.2,30,2,1963,-11,0.84,0,0,1,0,1,569
09/12/2017,Saturday,6,16,4.4,33,1.6,1963,-10.5,0.4,0,0,1,0,1,546
09/12/2017,Saturday,6,17,3.5,37,1.8,1963,-9.8,0.1,0,0,1,0,1,481
09/12/2017,Saturday,6,18,2.5,41,1,1974,-9.4,0,0,0,1,0,1,384
09/12/2017,Saturday,6,19,1.5,48,0.4,1878,-8.3,0,0,0,1,0,1,275
09/12/2017,Saturday,6,20,0.8,51,1.4,1848,-8.2,0,0,0,1,0,1,298
09/12/2017,Saturday,6,21,-0.1,55,0.7,1654,-8,0,0,0,1,0,1,321
09/12/2017,Saturday,6,22,-0.5,55,0.6,1655,-8.4,0,0,0,1,0,1,289
09/12/2017,Saturday,6,23,-0.1,54,1.3,1570,-8.3,0,0,0,1,0,1,265
10/12/2017,Sunday,7,0,-0.2,55,1,1629,-8.1,0,0,0,1,0,1,326
10/12/2017,Sunday,7,1,-0.2,54,0.5,1747,-8.4,0,0,0,1,0,1,280
10/12/2017,Sunday,7,2,0.2,52,0.7,1726,-8.5,0,0,0,1,0,1,243
10/12/2017,Sunday,7,3,0.3,53,0.5,1748,-8.1,0,0,0,1,0,1,169
10/12/2017,Sunday,7,4,0.4,52,1.6,1816,-8.3,0,0,0,1,0,1,71
10/12/2017,Sunday,7,5,0.3,74,1,178,-3.7,0,0,0.7,1,0,1,13
10/12/2017,Sunday,7,6,-0.5,90,0.9,91,-1.9,0,2.5,2.7,1,0,1,9
10/12/2017,Sunday,7,7,-0.4,92,1.1,121,-1.5,0,0,4,1,0,1,20
10/12/2017,Sunday,7,8,-0.2,90,1.2,378,-1.6,0,0,4.1,1,0,1,35
10/12/2017,Sunday,7,9,0.2,90,1,305,-1.2,0,1.6,4.3,1,0,1,31
10/12/2017,Sunday,7,10,0.5,91,0.4,143,-0.8,0,0,4.3,1,0,1,19
10/12/2017,Sunday,7,11,0.9,92,0.9,137,-0.2,0.03,0,3.9,1,0,1,58
10/12/2017,Sunday,7,12,2.3,88,0.3,245,0.5,0.28,0,3.1,1,0,1,119
10/12/2017,Sunday,7,13,3.3,87,1.1,230,1.3,0.54,0,2.1,1,0,1,182
10/12/2017,Sunday,7,14,4.2,85,0.7,325,1.8,0.65,0,1.4,1,0,1,235
10/12/2017,Sunday,7,15,6.7,63,4.5,715,0.1,0.35,0,1,1,0,1,180
10/12/2017,Sunday,7,16,5.4,71,3.5,622,0.5,0.2,0,0.5,1,0,1,214
10/12/2017,Sunday,7,17,3.6,65,4.3,1061,-2.3,0.03,0,0.4,1,0,1,226
10/12/2017,Sunday,7,18,2,61,3,2000,-4.7,0,0,0,1,0,1,210
10/12/2017,Sunday,7,19,1.6,53,4,2000,-6.9,0,0,0,1,0,1,181
10/12/2017,Sunday,7,20,0.6,57,3.9,1954,-6.9,0,0,0,1,0,1,165
10/12/2017,Sunday,7,21,0,59,3,1862,-7,0,0,0,1,0,1,167
10/12/2017,Sunday,7,22,-1,56,4.7,2000,-8.6,0,0,0,1,0,1,152
10/12/2017,Sunday,7,23,-1.4,43,4.3,2000,-12.3,0,0,0,1,0,1,148
11/12/2017,Monday,1,0,-2.5,39,3.4,2000,-14.5,0,0,0,1,0,1,125
11/12/2017,Monday,1,1,-3.4,36,3.8,2000,-16.3,0,0,0,1,0,1,111
11/12/2017,Monday,1,2,-4.2,35,3.4,2000,-17.4,0,0,0,1,0,1,67
11/12/2017,Monday,1,3,-4.7,38,2.4,2000,-16.8,0,0,0,1,0,1,45
11/12/2017,Monday,1,4,-5.2,35,3.2,2000,-18.3,0,0,0,1,0,1,44
11/12/2017,Monday,1,5,-5.6,38,3.2,1974,-17.6,0,0,0,1,0,1,86
11/12/2017,Monday,1,6,-5.9,39,2.9,1979,-17.6,0,0,0,1,0,1,136
11/12/2017,Monday,1,7,-6,39,3.1,1996,-17.7,0,0,0,1,0,1,325
11/12/2017,Monday,1,8,-6,38,3.6,1994,-18,0.01,0,0,1,0,1,653
11/12/2017,Monday,1,9,-5.9,36,5.1,1941,-18.6,0.1,0,0,1,0,1,326
11/12/2017,Monday,1,10,-5.3,32,4.5,2000,-19.4,0.62,0,0,1,0,1,212
11/12/2017,Monday,1,11,-4.7,36,3.8,2000,-17.5,1,0,0,1,0,1,226
11/12/2017,Monday,1,12,-5.2,33,4.6,1973,-19,1.26,0,0,1,0,1,247
11/12/2017,Monday,1,13,-5.4,32,5.1,1986,-19.5,1.24,0,0,1,0,1,241
11/12/2017,Monday,1,14,-5.4,31,4.1,1945,-19.9,1.13,0,0,1,0,1,253
11/12/2017,Monday,1,15,-5.5,33,4.5,2000,-19.2,0.92,0,0,1,0,1,269
11/12/2017,Monday,1,16,-6,40,4,2000,-17.4,0.55,0,0,1,0,1,277
11/12/2017,Monday,1,17,-7.1,44,4.2,2000,-17.3,0.18,0,0,1,0,1,361
11/12/2017,Monday,1,18,-7.9,43,3.3,2000,-18.3,0,0,0,1,0,1,557
11/12/2017,Monday,1,19,-8.6,45,3.9,2000,-18.4,0,0,0,1,0,1,371
11/12/2017,Monday,1,20,-9.3,49,3.8,2000,-18,0,0,0,1,0,1,254
11/12/2017,Monday,1,21,-9.7,51,2.5,2000,-17.9,0,0,0,1,0,1,266
11/12/2017,Monday,1,22,-10.2,50,3,2000,-18.6,0,0,0,1,0,1,222
11/12/2017,Monday,1,23,-10.7,53,1.2,2000,-18.4,0,0,0,1,0,1,174
12/12/2017,Tuesday,2,0,-11,51,1.1,2000,-19.1,0,0,0,1,0,1,133
12/12/2017,Tuesday,2,1,-11.2,51,1.1,2000,-19.3,0,0,0,1,0,1,127
12/12/2017,Tuesday,2,2,-11.5,50,0.7,2000,-19.8,0,0,0,1,0,1,95
12/12/2017,Tuesday,2,3,-11.6,50,2.2,1995,-19.9,0,0,0,1,0,1,54
12/12/2017,Tuesday,2,4,-11.6,47,2.1,1982,-20.6,0,0,0,1,0,1,46
12/12/2017,Tuesday,2,5,-11.6,45,2.8,1951,-21.1,0,0,0,1,0,1,65
12/12/2017,Tuesday,2,6,-11.8,47,2.5,1973,-20.8,0,0,0,1,0,1,104
12/12/2017,Tuesday,2,7,-12.1,50,2.3,1929,-20.4,0,0,0,1,0,1,280
12/12/2017,Tuesday,2,8,-12.3,52,1.3,1914,-20.1,0,0,0,1,0,1,580
12/12/2017,Tuesday,2,9,-11.8,46,2.9,1956,-21.1,0.1,0,0,1,0,1,275
12/12/2017,Tuesday,2,10,-10.5,45,3.3,1855,-20.1,0.6,0,0,1,0,1,184
12/12/2017,Tuesday,2,11,-9.4,42,3.1,1815,-19.9,0.93,0,0,1,0,1,201
12/12/2017,Tuesday,2,12,-8.3,35,2.9,1967,-21,1.14,0,0,1,0,1,228
12/12/2017,Tuesday,2,13,-6.9,37,2.4,1955,-19.1,1.22,0,0,1,0,1,225
12/12/2017,Tuesday,2,14,-5.4,32,2,1930,-19.5,1.12,0,0,1,0,1,258
12/12/2017,Tuesday,2,15,-5.8,30,2.8,2000,-20.6,0.92,0,0,1,0,1,250
12/12/2017,Tuesday,2,16,-6,29,2.8,1983,-21.2,0.58,0,0,1,0,1,248
12/12/2017,Tuesday,2,17,-7,32,2.6,2000,-20.9,0.19,0,0,1,0,1,305
12/12/2017,Tuesday,2,18,-7.7,36,1,2000,-20.2,0,0,0,1,0,1,529
